id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
541,-0.47842719609905454,0.14216512428761255,-0.046838028912166166,0.6833502680870056,0.06781985724104117,-0.40489845946402475,-0.20649596609184492,0.18436610727539823,-0.7629347043611346,-0.22839180224915412,0.6609030198474657,-0.38751974982764176,-0.533249442461466,-0.502265671964952,0.40514308686621986,-0.06069104050349452,-0.20723674439809792,0.3056026116425647,0.13487572429817957,-0.03392114574403724,0.0989766935994606,-0.07519120834269398,-0.48148933722715626,0.6788996384076292,-0.011519680351852959,0.40902078685450277,0.07585939459991997,-0.44713913885571915,1534.53,1
623,-0.6171113274523065,-1.7338876366045277,1.1506545018503986,0.20782927161458395,0.9035327079310658,-0.17152385420770644,0.551679254465902,-0.167744263581626,0.3388614850973712,0.29141767599118323,-0.8847896557752081,0.34485364877877733,0.7639020623455323,0.06870416237234259,2.5604776396791027,0.955466652757944,0.6630892167781387,1.8977040278085675,0.024869311932974023,1.841242729780597,0.15385617851423453,0.3697342429794978,1.471004346823094,-0.4976331445825362,0.3776562021488176,-0.32805104678976477,-0.5124145506487185,-0.013653305336182997,10554.68,1
4920,-0.47661660528974836,0.08894180657177153,0.3263331350891207,0.22037047371737042,-0.026729761861056443,0.43240938037629123,0.6461650009753696,-0.24064629864933518,0.3569965953125296,0.08652508636098218,0.2907592608145316,-0.989157751610926,0.10007287567961479,0.13249963347785892,-0.7632193498833094,-0.41991364563776573,-0.5193670084560578,-0.8247131883635014,-1.4435052010775686,-0.6122976323329595,-0.22314110552241528,-0.8519292035038282,0.15311714225699016,-0.12703248525975433,-0.3348718130704835,-1.3533079700460473,-0.19230198296158987,-0.470796463403672,2785.98,1
6108,-0.8329529149711545,-0.02425433374083276,-0.26096656740728447,0.3235323927136537,-0.11711931031392225,-0.5891667432695575,-0.39061218102797834,-0.20788934593696645,0.3517022113241521,-0.6516862603423276,1.1130789544445865,-1.4535146807262391,0.2645557610783177,-0.8909376654428343,-0.05253873924735452,-1.4080151755838335,-1.4363821305501536,-1.5211477163398566,0.045563351215506205,-0.3402270533963983,0.12045055991070223,0.12180360627139071,-0.45363029263149607,-0.06407057303256625,0.3318334843279024,-1.6715789925202778,-1.0602389335903646,1.9397827397016132,15897.18,1
6329,1.020307572031672,0.42564497673682666,-0.5541131484201532,0.86834943481784,2.3673433966592476,-0.360087071313923,1.1858279011942083,-0.26156897435561405,-0.15952099889148844,-0.15166078100600058,0.31425653010607213,-0.7075964294605643,1.5585525887206317,-0.79205024628052,-0.40515340274864303,3.1615277701762707,4.707287563162739,3.5882128746727657,-2.838600137315193,-0.1537313301855447,-0.25840096360425835,-0.661235774676784,-0.663639314286169,-2.5362922714276452,2.502488767605553,1.1955971985581089,-0.24922614105207513,0.25437264859320835,3492.59,1
6331,0.20674600353001,0.7065131510051244,-0.8165484813360924,1.318994682245664,0.5940646418695543,-1.723943069357912,-0.012193702106293388,-0.11715307191779391,-0.7725457488108931,-0.9021420165993193,1.2959633819746417,-1.3548774684573177,-0.23648479366955474,-1.3629254291850887,-0.7045805667190334,-0.35224477712688734,0.1338010924851871,0.3954487847943829,-2.035658643166551,0.32579074852586304,0.04028249457744981,-0.5797145905250544,-0.5525206521896058,0.2880157818451452,2.501721752713538,1.0821527469028172,0.717929877694136,1.1361078244289522,3875.51,1
6334,0.21555764667107832,0.7051951008947835,-0.8551714104134034,1.2463994434820358,0.8869060539690228,-1.135408569741317,-0.0252571025051076,-0.08258548806617341,-0.8983357365659096,-0.8774977641605152,1.537746051577176,-1.264167846085074,0.7904359049581651,-1.3674350449901793,-1.393477471394837,-0.23020220209926506,-9.765084098290171E-4,0.9255716611142479,-1.4366353579833164,0.4229339351559074,0.04260049117021484,-0.5529993363174407,-0.6756991210536584,-1.2660951016150732,2.7151241275893248,1.1454449018086656,0.7196863235026225,1.0956512778105671,4271.95,1
6336,0.3767236944335843,0.6013798890386816,-0.7583338029940703,1.1855095233674713,1.0780654699372691,-1.0711964652136226,0.18948206924634628,-0.12211281882617381,-0.5497521565932783,-0.7141193538207415,1.0295162610128326,-1.2564318412582551,-0.7414382795539587,-1.1952762068410365,-0.32007329723276656,0.04208289608581852,0.9830476934611433,0.9230222882202942,-2.4769713684440915,0.10953831130088831,-0.04090028576604447,-0.6174578713180467,-0.5639862315149179,-1.197831740694221,2.3691666035441226,1.173497355865538,0.4296591843977876,0.8743685469435755,13210.79,1
6338,0.36913246595553545,0.6253384519394691,-0.7375706551417573,1.1785116707003926,1.0127369678600173,-1.2307495071734058,0.20733962566973665,-0.13985630925157938,-0.7286938196525807,-0.6814974754243591,1.4696590609289912,-1.106981456681885,0.4698408890489607,-1.2039719419987236,-1.380718257659267,0.20069315586364694,0.7406566834999601,1.6403847326685563,-1.9091308361190849,0.22725220473851868,-0.02036051897237072,-0.49725030093567985,-0.5946165286738705,-0.3674210625206235,2.476673601999751,1.0494905006667823,0.4137833462927946,0.8696961133971183,20487.28,1
6427,0.6299024213862747,0.23677256229879654,-0.6998894479837711,0.6858757940804885,-0.28045926757797046,-0.6061980717385379,-0.4752292869809716,0.10174974168050702,0.22347238199272165,-0.6178808334950032,1.2784537800279852,-1.062649980468326,1.7756946470972992,-0.8112405581922929,0.5328785397861998,-0.7418435060467801,-0.5264387259010954,-0.051528452398846465,1.5368474292918821,0.341741404124123,0.12656813107523113,0.05848558747774164,0.6070546236916233,-0.6200543450472324,-2.849677624751065,0.7722617383356732,0.5179235303036004,0.1399693663678126,3996.01,1
6446,0.6139895757724795,0.27031123154106007,-0.6870209895799636,0.7899241199634247,-0.3906619376908914,-1.2419876917780692,-0.45928694620607524,0.06393935860729563,0.3975796760721354,-0.690818648597006,1.058477307485913,-1.1805986766961585,0.7254987234435525,-0.8898610129096184,1.569920344476896,-0.7876730458251168,-0.36242748307449885,-0.23897553095687915,1.0230084403457342,0.26124386610319245,0.11192633115937443,-0.052065592833639235,0.7382916454043169,1.0063167307823806,-3.014062531852409,0.7060784677501438,0.526180311251809,0.21219553296885452,12162.55,1
6472,0.8502584443503136,0.15571733229618476,-0.6223998605690169,0.6368571122651899,-0.15762648704577362,-0.6078388913763324,-0.30897446686531166,0.05862880637196167,0.7621246037264677,-0.4851729886919363,0.7666922827346028,-1.0672777692829243,0.2267594919658863,-0.6645645748731421,2.098693511713013,-0.515201030154884,0.09214922300334036,0.08270876594486501,0.6910617400946168,0.043856068853027515,0.03206270240124525,-0.09266863303706815,0.725130734599701,-0.6329010715063378,-3.1165522005697026,0.8023873631007375,0.24828182297308837,-0.05126004928900047,9890.39,1
6529,-0.317196787969017,0.4876058273272749,-0.5285876045058938,0.22843494432027261,-0.1942913400429119,-0.7043964670325304,-0.3938092257097666,0.21600475769774088,-0.12548909656348245,-0.9101689335066189,1.2462595547086044,-1.0849556915882874,1.4547500963184907,-0.8681741129358055,-0.5489437369623802,-0.5051715348678889,-0.5271354454946275,-0.0028761035096318546,0.08154757633283595,0.1555372688131544,0.09298028751549794,-0.5274176215923042,-0.1009147296008894,-0.7233785152973126,0.11821416135342995,0.7112214712893812,0.07949027808147939,0.22066581724849066,10676.68,1
6609,-0.3639401212257859,0.5234546883921954,-0.47898035263808963,0.30772069841071575,-0.3428452584659824,-1.2865501687557508,-0.3785671750487594,0.189850363375197,0.07665706479850276,-0.9042066522656009,0.9799581756241483,-1.1889811321645118,0.42862768591436556,-0.8657089701685882,0.25799367959644337,-0.6110482657496689,-0.4344928537262968,-0.3101062066417372,-0.4462736027118419,0.20329215462528602,0.07477591434452499,-0.5536603247165407,0.022896682916068035,0.9811873268563771,-0.012128338709941818,0.6777796631325741,0.4303062606186757,0.48796402910644227,3732.02,1
6641,0.724142020355737,0.695729606032809,-0.9541865855293108,1.4714994248889905,0.6971962088961224,-1.285904913843577,0.019080896764982824,-0.025718512977226292,-0.6034138722601669,-0.4828077191926335,1.4512925815915014,-1.0820956322254784,0.8366868435006598,-1.181397247819194,-0.7147728460111779,-0.03570914906799023,1.0878413154283557,2.0199743320310466,-0.29174255519360875,0.32081037591292105,0.04434662621857865,0.09208499163535395,0.22368489372737263,-0.39369990166430036,-1.6354879416058157,0.9406067344636199,0.5510760247414149,0.2584146763783838,5774.97,1
6717,-0.37083747707507825,0.8950767909284673,-0.7774328902352955,1.0991615900328617,0.8187462581845606,-1.498905837256692,-0.030755427190130354,-0.021340385900535074,-1.1288800680361588,-1.1122357801057885,1.6702549588898148,-1.413606353873209,-0.3114910476070123,-1.4704693852691326,-2.0020008741449007,-0.4632101337033714,-0.3270769774059454,0.4051829721168972,-2.1731854303371905,0.41212768329821187,0.13642468033710806,-0.4061039456452747,-0.738997455612262,-0.4729042616420426,1.8122513563251181,0.7151154395626123,0.9513290344441555,1.2701660080844381,12864.25,1
6719,0.09273533110874799,0.7494601979184613,-0.8939741102300587,1.3455623929255303,0.520682749323004,-1.4505369793191842,-0.18600521504958312,-0.03856278128227426,-0.9812452493728434,-1.0073920841281276,1.7175049420206259,-1.3959078617482221,-0.2736758273194103,-1.4510454726972057,-1.35376750910873,-0.5274005034206338,-0.271989017657896,0.3747265293093411,-1.4241710312399158,0.46667908384505724,0.1064802692753068,-0.5267807632463241,-0.6149236047145061,-0.44502902794143245,2.5957231111314205,1.1124250373342113,0.9457355458765391,1.2778837578292488,15293.66,1
6734,0.36806044032613267,0.33223782681979047,-0.7766636318281034,0.8163661384774739,-0.42536654968730625,-0.9741027564629279,-0.5972424730797355,0.13645264164175303,0.11723175700970727,-0.7856637695166648,1.5180048726944846,-1.2196076100768218,0.830917272981047,-1.0122113693076846,0.6532412782874856,-0.923343657760725,-0.6685297700211977,-0.2624767314156551,1.4839384436743324,0.39851919944408704,0.18460949419280048,0.01609904810452885,0.6904323480212567,0.19737840395937037,-2.945895629067466,0.7116391734556998,0.5546341273671312,0.3465481747585763,10289.34,1
6774,0.4471594118999391,0.2850647902350152,-0.7435009007886993,0.799755345557833,-0.45583047716624925,-0.9105549884871006,-0.6025598466971808,0.1484278354796102,0.10550269083529637,-0.7610695380981112,1.4729577700060243,-1.2152978213861652,0.7221803431270265,-0.9250772347287888,0.587454653598847,-0.9565000196955903,-0.7276677152545183,-0.36254041046700036,1.5461851689718675,0.3857355701393919,0.18939374668574652,0.08717193296680312,0.6768991951290481,0.2930336038496941,-2.941912848628552,0.7374452979714542,0.7362768704933618,0.32337257800476293,3883.37,1
6820,-0.44898045329049324,0.5830720292549236,-0.5845235577563737,0.3382372820364311,-0.3789412572862293,-1.0169307684818896,-0.5215113781751887,0.2643738019932342,-0.16952342477991783,-0.9917474151053535,1.4509711259448477,-1.2277523987386516,0.5343553944889619,-0.9898301138359411,-0.5057407073274297,-0.7625249271548079,-0.7298186818638774,-0.3328181764398971,0.08651608219313547,0.3379513522750816,0.14758252509187517,-0.4901762918971258,-0.024318575966217146,0.1752580516520893,0.06619607515083585,0.6835298213765549,0.4599218058984447,0.6208045636685261,12955.72,1
6870,-0.3823062847125917,0.5335293059778394,-0.5785830929343437,0.3596816359542681,-0.3778949640855426,-1.010955800547782,-0.5259680509105001,0.2638938892658644,-0.22863872876488084,-1.0385732738791973,1.4427553025700257,-1.2351032246519602,0.39842151210404864,-0.9782364566743658,-0.5041827125797711,-0.7534762540801178,-0.7282960569615632,-0.32261484848267863,0.0921270393566012,0.2001574448953766,0.15621005771022012,-0.501118001942748,-0.03614800517432495,0.17314630970934627,0.011321192941020635,0.6760875436072578,0.2783929399863733,0.4039554494531684,7853.77,1
6882,-0.8641629758860475,0.07122995827150042,-0.35873896383785187,0.7676745580879123,-0.3169516685657896,-0.12391191127677913,-0.5794558852982788,-0.04264365946997273,0.8010377146388364,-0.7946042455766125,1.090009886266155,-1.4463374366530484,0.18302489646836495,-1.2215618247472346,-0.8675390115714862,-1.436373725320042,-1.146848617011872,-1.264819575191829,1.162337873049614,-0.20305937319058387,0.08543529269159733,0.09267043422038046,0.09565026623389046,-0.36336328500945425,-0.3072325253536018,-1.0356803880526289,-1.2118697332623067,2.0381180563204917,11468.71,1
6899,-0.5471573848032776,1.11545381978593,-0.9793741726953489,1.253370365707662,0.23013979993422876,-1.5668817251483231,-0.31741758771385237,0.2837936313549196,-1.1407630891860903,-1.0698409023147182,1.61127932979086,-1.3620366350633524,0.007750158815232629,-1.3874252252209616,-1.6722460781577644,-0.44636118929140084,-0.19749039431953058,0.5093791001797645,-1.4898827261238237,0.23791212329757375,0.1814001293959881,-0.43171806682286723,-0.40402314992948196,-0.484046152011604,1.6362403524593674,0.8955988813252256,0.10002764472999057,0.6327861359454834,1415.95,1
6903,-0.5229503514825464,1.1009186791846752,-0.9755492433223056,1.256962226060032,0.22843183735634626,-1.5702878880724143,-0.31760527789625065,0.2954193822764936,-1.1569345887087743,-1.0870186042860983,1.6047354654944255,-1.3689786338420373,-0.13586519056019153,-1.380780754207972,-1.6661321070703898,-0.4413510153709107,-0.19481508001495626,0.5277057046834054,-1.4931613832103023,0.24739671267858987,0.1746080667143126,-0.44226002059698777,-0.4210641244552022,-0.4889687783108617,1.6430201835706346,0.9210230365107508,0.27195189101762685,0.6430498873930265,1944.95,1
6971,-0.6947404317753474,-0.3585175710448312,-0.5817310827342166,0.8979604377483953,-1.3348987205315133,2.2822657753744067,3.5696965988887395,-0.557068891495731,0.077274174078318,-0.03714374962130222,1.062148788494713,-1.0442900599013005,1.548128092052615,-0.40008848391852203,0.3194055275726449,-0.3440023789589056,-0.5704215818284416,-0.2974428792595861,1.1048392205158377,-3.5799413345121516,-0.5462210391169947,0.14812737991390756,-1.9759456072118453,0.37069035007657886,-0.7088039255166558,0.6585237383962799,2.7637811725431845,-2.2944802498453334,11144.83,1
8296,-0.4395935056548769,1.1425217415665327,-1.306830226966776,1.8064303814009304,-0.2698522607887702,-1.372138080518285,-1.068116624812129,0.3496926389897655,-1.801156399666354,-1.8759797205621798,2.5135727491214537,-1.9640994693996185,-0.36456547442978077,-2.1074168038580363,-1.0136842817214078,-1.7939930628383556,-1.7092306881704435,-1.607524786065024,-0.5762121493093136,1.283108165182919,0.5151595166793992,-0.2938921549249543,-0.6712122870924028,-1.877075795277806,2.8931594969339276,1.429231832534328,3.008689033007818,2.5579743094588325,2240.3,1
8312,0.40531897152344726,0.6515606859562466,-0.752033126500468,1.1891096390198974,1.0964371422845887,-1.3392416559840434,0.25035105965403553,-0.18019089047478778,-0.6726103534289523,-0.7175695513603384,1.0530509106130792,-1.1438545816718677,1.4654423641350225,-1.2475827248458433,-0.8025542566336809,0.12873779775013108,0.7875728528908458,1.1131527734798,-2.106741997498333,0.27867759885671817,-0.04355238387388726,-0.5745240642179217,-0.6229545539143732,-0.6854620747837165,2.6479694821031075,1.1091543659242078,0.42614976421544404,0.8922224089231426,20543.56,1
